"provinces","election_units","candidates","n_ballots","percentage"
"ĐỒNG THÁP","Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành","Ông Lê Vĩnh Tân","394809","75.72"
"ĐỒNG THÁP","Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành","Ông Trần Trí Quang","376294","72.17"
"ĐỒNG THÁP","Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành","Ông Phạm Văn Hòa","302786","58.07"
"ĐỒNG THÁP","Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành","Bà Trương Thị Minh Trang","264116","50.65"
"ĐỒNG THÁP","Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành","Bà Đoàn Thị Nghiệp","217932","41.80"
"GIA LAI","Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông","Ông Hồ Văn Niên","322968","80.66"
"GIA LAI","Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông","Bà Nguyễn Thị Mai Phương","306329","76.51"
"GIA LAI","Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông","Ông Rơ Mah Tuân","271052","67.70"
"GIA LAI","Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông","Ông Trần Ngọc Anh","171930","42.94"
"GIA LAI","Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông","Bà Ksor Hiền","123005","30.72"
"GIA LAI","Gồm thị xã An Khê và các huyện: KBang, Kông Chro, Đăk Pơ, Mang Yang, Đăk Đoa","Ông Dương Quốc Anh","231486","86.18"
"GIA LAI","Gồm thị xã An Khê và các huyện: KBang, Kông Chro, Đăk Pơ, Mang Yang, Đăk Đoa","Ông Đinh Duy Vượt","192551","71.68"
"GIA LAI","Gồm thị xã An Khê và các huyện: KBang, Kông Chro, Đăk Pơ, Mang Yang, Đăk Đoa","Ông Y Đức Thành","56537","21.05"
"GIA LAI","Gồm thị xã An Khê và các huyện: KBang, Kông Chro, Đăk Pơ, Mang Yang, Đăk Đoa","Bà Rơ Chăm H’Hồng","54952","20.46"
"GIA LAI","Gồm thị xã Ayun Pa và các huyện: Krông Pa, Ia Pa, Phú Thiện, Chư Sê, Chư Pưh","Bà Ksor H’Bơ Khăp (Ksor Phước Hà)","222857","81.94"
"GIA LAI","Gồm thị xã Ayun Pa và các huyện: Krông Pa, Ia Pa, Phú Thiện, Chư Sê, Chư Pưh","Ông Bùi Văn Cường","211730","77.84"
"GIA LAI","Gồm thị xã Ayun Pa và các huyện: Krông Pa, Ia Pa, Phú Thiện, Chư Sê, Chư Pưh","Bà Phan Thị Nga","55211","20.30"
"GIA LAI","Gồm thị xã Ayun Pa và các huyện: Krông Pa, Ia Pa, Phú Thiện, Chư Sê, Chư Pưh","Bà Lương Thị Tuyết Vinh","52131","19.17"
"HÀ GIANG","Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê","Ông Triệu Tài Vinh","219046","93.53"
"HÀ GIANG","Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê","Ông Sùng Thìn Cò","208529","89.04"
"HÀ GIANG","Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê","Ông Hầu Văn Lý","202772","86.58"
"HÀ GIANG","Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê","Ông Trương Văn Man","37099","15.84"
"HÀ GIANG","Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê","Ông Sùng Mí Thề","29194","12.47"
"HÀ GIANG","Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần","Bà Vương Ngọc Hà","230220","83.32"
"HÀ GIANG","Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần","Ông Nguyễn Ngọc Hải","226872","82.11"
"HÀ GIANG","Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần","Ông Thào Xuân Sùng","212211","76.80"
"HÀ GIANG","Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần","Bà Vương Thị Nga","84069","30.43"
"HÀ GIANG","Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần","Ông Nguyễn Duy Thực","67246","24.34"
"HÀ NAM","Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục","Ông Trần Xuân Hùng","252019","83.48"
"HÀ NAM","Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục","Ông Phùng Đức Tiến","213477","70.71"
"HÀ NAM","Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục","Bà Trần Thị Hiền","206865","68.52"
"HÀ NAM","Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục","Bà Trần Thị Thanh Bình","114565","37.95"
"HÀ NAM","Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục","Ông Lê Đức Minh","103264","34.21"
"HÀ NAM","Gồm các huyện: Kim Bảng, Duy Tiên và Lý Nhân","Ông Ngô Xuân Lịch","311918","95.87"
"HÀ NAM","Gồm các huyện: Kim Bảng, Duy Tiên và Lý Nhân","Bà Hà Thị Minh Tâm","281810","86.62"
"HÀ NAM","Gồm các huyện: Kim Bảng, Duy Tiên và Lý Nhân","Ông Trần Tất Thế","209832","64.49"
"HÀ NAM","Gồm các huyện: Kim Bảng, Duy Tiên và Lý Nhân","Bà Nguyễn Thị Hồng Ngọc","160362","49.29"
"HÀ TĨNH","Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê","Ông Vương Đình Huệ","340761","95.32"
"HÀ TĨNH","Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê","Ông Nguyễn Văn Sơn (Nguyễn Sơn)","305079","85.34"
"HÀ TĨNH","Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê","Ông Trần Đình Gia","304269","85.11"
"HÀ TĨNH","Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê","Ông Trần Hữu Đức","60265","16.86"
"HÀ TĨNH","Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê","Bà Ngô Thị Tâm Tình","49795","13.93"
"HÀ TĨNH","Gồm các huyện: Thạch Hà, Can Lộc, Nghi Xuân và Lộc Hà","Ông Đặng Quốc Khánh","274055","91.80"
"HÀ TĨNH","Gồm các huyện: Thạch Hà, Can Lộc, Nghi Xuân và Lộc Hà","Ông Lê Anh Tuấn","245113","82.11"
"HÀ TĨNH","Gồm các huyện: Thạch Hà, Can Lộc, Nghi Xuân và Lộc Hà","Bà Trần Thị Thúy Anh","40831","13.68"
"HÀ TĨNH","Gồm các huyện: Thạch Hà, Can Lộc, Nghi Xuân và Lộc Hà","Bà Đào Thị Phương Lan","33496","11.22"
"HÀ TĨNH","Gồm thị xã Hồng Lĩnh và các huyện: Đức Thọ, Hương Sơn, Vũ Quang","Bà Bùi Thị Quỳnh Thơ","156237","78.11"
"HÀ TĨNH","Gồm thị xã Hồng Lĩnh và các huyện: Đức Thọ, Hương Sơn, Vũ Quang","Ông Võ Kim Cự","150007","75"
"HÀ TĨNH","Gồm thị xã Hồng Lĩnh và các huyện: Đức Thọ, Hương Sơn, Vũ Quang","Bà Võ Thị Thu Hiền","49523","24.76"
"HÀ TĨNH","Gồm thị xã Hồng Lĩnh và các huyện: Đức Thọ, Hương Sơn, Vũ Quang","Bà Lê Nữ Cẩm Tú","40472","20.23"
"HẢI DƯƠNG","Gồm thị xã Chí Linh và các huyện: Kinh Môn, Kim Thành","Ông Nguyễn Hải Hưng","290128","84.21"
"HẢI DƯƠNG","Gồm thị xã Chí Linh và các huyện: Kinh Môn, Kim Thành","Bà Vũ Thị Thủy","221536","64.30"
"HẢI DƯƠNG","Gồm thị xã Chí Linh và các huyện: Kinh Môn, Kim Thành","Bà Đỗ Thị Thanh","95756","27.79"
"HẢI DƯƠNG","Gồm thị xã Chí Linh và các huyện: Kinh Môn, Kim Thành","Bà Lê Thị Thanh Thúy","78925","22.91"
"HẢI DƯƠNG","Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà","Ông Nguyễn Dương Thái","306850","83.78"
"HẢI DƯƠNG","Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà","Ông Hoàng Quốc Thưởng","302561","82.61"
"HẢI DƯƠNG","Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà","Bà Lê Thị Thủy","276278","75.43"
"HẢI DƯƠNG","Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà","Ông Nghiêm Xuân Tuấn","105694","28.86"
"HẢI DƯƠNG","Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà","Ông Tăng Xuân Trung","95371","26.04"
"HẢI DƯƠNG","Gồm các huyện: Gia Lộc, Tứ Kỳ, Cẩm Giàng","Ông Phạm Xuân Thăng","226747","72.71"
"HẢI DƯƠNG","Gồm các huyện: Gia Lộc, Tứ Kỳ, Cẩm Giàng","Ông Võ Văn Kim (Vũ Trọng Kim)","216893","69.55"
"HẢI DƯƠNG","Gồm các huyện: Gia Lộc, Tứ Kỳ, Cẩm Giàng","Ông Vũ Trí Quang","103081","33.05"
"HẢI DƯƠNG","Gồm các huyện: Gia Lộc, Tứ Kỳ, Cẩm Giàng","Ông Nguyễn Hữu Thông","73179","23.47"
"HẢI DƯƠNG","Gồm các huyện: Bình Giang, Thanh Miện và Ninh Giang","Ông Bùi Mậu Quân","218184","77.75"
"HẢI DƯƠNG","Gồm các huyện: Bình Giang, Thanh Miện và Ninh Giang","Bà Nguyễn Thị Việt Nga","175189","62.43"
"HẢI DƯƠNG","Gồm các huyện: Bình Giang, Thanh Miện và Ninh Giang","Bà Trương Thị Vân Hà","87755","31.27"
"HẢI DƯƠNG","Gồm các huyện: Bình Giang, Thanh Miện và Ninh Giang","Bà Đào Thị Lan Anh","76952","27.42"
"HẬU GIANG","Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A","Ông Trịnh Xuân Thanh","198392","75.28"
"HẬU GIANG","Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A","Ông Đặng Thế Vinh","191906","72.82"
"HẬU GIANG","Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A","Bà Nguyễn Thanh Thủy","182726","69.33"
"HẬU GIANG","Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A","Bà Lâm Huỳnh Kim Chi","105047","39.86"
"HẬU GIANG","Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A","Bà Nguyễn Thị Lý","103412","39.24"
"HẬU GIANG","Gồm thị xã Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ","Ông Phạm Hồng Phong","213446","72.02"
"HẬU GIANG","Gồm thị xã Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ","Ông Phạm Thành Tâm","208413","70.33"
"HẬU GIANG","Gồm thị xã Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ","Ông Huỳnh Thanh Tạo","201825","68.10"
"HẬU GIANG","Gồm thị xã Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ","Ông Lâm Thanh Hùng (Lâm Văn Cường)","141835","47.86"
"HẬU GIANG","Gồm thị xã Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ","Bà Phạm Thị Thùy Dung","114417","38.61"
"HOÀ BÌNH","Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Kim Bôi, Kỳ Sơn","Bà Nguyễn Thanh Hải","224777","77.14"
"HOÀ BÌNH","Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Kim Bôi, Kỳ Sơn","Ông Nguyễn Tiến Sinh","195109","66.96"
"HOÀ BÌNH","Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Kim Bôi, Kỳ Sơn","Bà Bùi Thu Hằng","190982","65.54"
"HOÀ BÌNH","Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Kim Bôi, Kỳ Sơn","Ông Nguyễn Văn Ba","156548","53.73"
"HOÀ BÌNH","Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Kim Bôi, Kỳ Sơn","Bà Nguyễn Thị San","99907","34.29"
"HOÀ BÌNH","Gồm các huyện: Cao Phong, Lạc Sơn, Lạc Thủy, Mai Châu, Tân Lạc và Yên Thủy","Ông Trần Đăng Ninh","258367","78.60"
"HOÀ BÌNH","Gồm các huyện: Cao Phong, Lạc Sơn, Lạc Thủy, Mai Châu, Tân Lạc và Yên Thủy","Bà Bạch Thị Hương Thủy","243397","74.04"
"HOÀ BÌNH","Gồm các huyện: Cao Phong, Lạc Sơn, Lạc Thủy, Mai Châu, Tân Lạc và Yên Thủy","Ông Quách Thế Tản","236241","71.87"
"HOÀ BÌNH","Gồm các huyện: Cao Phong, Lạc Sơn, Lạc Thủy, Mai Châu, Tân Lạc và Yên Thủy","Ông Tăng Văn Quang","124749","37.95"
"HOÀ BÌNH","Gồm các huyện: Cao Phong, Lạc Sơn, Lạc Thủy, Mai Châu, Tân Lạc và Yên Thủy","Ông Hà Mạnh Thắng","118936","36.18"
"HƯNG YÊN","Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ","Ông Đỗ Tiến Sỹ","380079","91.98"
"HƯNG YÊN","Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ","Bà Đoàn Thị Thanh Mai","356066","86.17"
"HƯNG YÊN","Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ","Bà Nguyễn Thị Phúc","332825","80.54"
"HƯNG YÊN","Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ","Ông Trương Văn Lành","87995","21.29"
"HƯNG YÊN","Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ","Bà Đặng Thị Thương","65114","15.76"
"HƯNG YÊN","Gồm các huyện: Tiên Lữ, Phù Cừ và Ân Thi","Ông Lê Quý Vương","195315","88.50"
"HƯNG YÊN","Gồm các huyện: Tiên Lữ, Phù Cừ và Ân Thi","Ông Trần Văn Quý","190686","86.40"
"HƯNG YÊN","Gồm các huyện: Tiên Lữ, Phù Cừ và Ân Thi","Ông Hoàng Văn Trường","27112","12.29"
"HƯNG YÊN","Gồm các huyện: Tiên Lữ, Phù Cừ và Ân Thi","Bà Nguyễn Thị Phương Nga","26128","11.84"
"HƯNG YÊN","Gồm các huyện: Văn Giang, Văn Lâm và Mỹ Hào","Ông Phạm Đình Toản","162719","69.46"
"HƯNG YÊN","Gồm các huyện: Văn Giang, Văn Lâm và Mỹ Hào","Bà Vũ Thị Nguyệt","147642","63.02"
"HƯNG YÊN","Gồm các huyện: Văn Giang, Văn Lâm và Mỹ Hào","Ông Đặng Tiến Dũng","93704","40"
"HƯNG YÊN","Gồm các huyện: Văn Giang, Văn Lâm và Mỹ Hào","Bà Lê Thị Hiền","60529","25.84"
"KHÁNH HOÀ","Gồm thị xã Ninh Hòa và huyện Vạn Ninh","Ông Lê Xuân Thân","236179","82.77"
"KHÁNH HOÀ","Gồm thị xã Ninh Hòa và huyện Vạn Ninh","Ông Nguyễn Khắc Định","175125","61.37"
"KHÁNH HOÀ","Gồm thị xã Ninh Hòa và huyện Vạn Ninh","Ông Trịnh Tiến Khoa","80225","28.11"
"KHÁNH HOÀ","Gồm thị xã Ninh Hòa và huyện Vạn Ninh","Bà Thái Thị Lệ Hằng","75733","26.54"
"KHÁNH HOÀ","Gồm thành phố Nha Trang","Bà Nguyễn Thị Xuân Thu","183752","60.23"
"KHÁNH HOÀ","Gồm thành phố Nha Trang","Ông Lữ Thanh Hải","161299","52.87"
"KHÁNH HOÀ","Gồm thành phố Nha Trang","Ông Phạm Cao Cường","151942","49.80"
"KHÁNH HOÀ","Gồm thành phố Nha Trang","Ông Nguyễn Văn Khả","109010","35.73"
"KHÁNH HOÀ","Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa","Ông Trần Ngọc Khánh","285938","83.21"
"KHÁNH HOÀ","Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa","Ông Đỗ Ngọc Thịnh","261563","76.11"
"KHÁNH HOÀ","Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa","Ông Lê Tuấn Tứ","246036","71.59"
"KHÁNH HOÀ","Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa","Bà Ca Tông Thị Mến","123872","36.05"
"KHÁNH HOÀ","Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa","Bà Mấu Thị Lệ Thu","99734","29.02"
"KIÊN GIANG","Gồm các huyện: Tân Hiệp, Kiên Hải, Giồng Riềng và Gò Quao","Ông Nguyễn Văn Luật","243927","67.70"
"KIÊN GIANG","Gồm các huyện: Tân Hiệp, Kiên Hải, Giồng Riềng và Gò Quao","Ông Hồ Văn Thái","226793","62.94"
"KIÊN GIANG","Gồm các huyện: Tân Hiệp, Kiên Hải, Giồng Riềng và Gò Quao","Ông Bùi Ngọc Thanh Trung","127312","35.33"
"KIÊN GIANG","Gồm các huyện: Tân Hiệp, Kiên Hải, Giồng Riềng và Gò Quao","Ông Phạm Quang Trí","122363","33.96"
"KIÊN GIANG","Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành","Ông Lê Thành Long","280989","75.22"
"KIÊN GIANG","Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành","Bà Nguyễn Thị Kim Bé","271696","72.73"
"KIÊN GIANG","Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành","Ông Trần Văn Huynh (Huệ Tín)","214813","57.50"
"KIÊN GIANG","Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành","Bà Nguyễn Thị Mai","204504","54.74"
"KIÊN GIANG","Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành","Ông Trần Hót Lái","141818","37.96"
"KIÊN GIANG","Gồm thành phố Rạch Giá, thị xã Hà Tiên và các huyện: Kiên Lương, Hòn Đất, Phú Quốc, Giang Thành","Ông Nguyễn Thanh Nghị","382661","81.66"
"KIÊN GIANG","Gồm thành phố Rạch Giá, thị xã Hà Tiên và các huyện: Kiên Lương, Hòn Đất, Phú Quốc, Giang Thành","Ông Bùi Đặng Dũng","333347","71.14"
"KIÊN GIANG","Gồm thành phố Rạch Giá, thị xã Hà Tiên và các huyện: Kiên Lương, Hòn Đất, Phú Quốc, Giang Thành","Bà Châu Quỳnh Dao","250122","53.38"
"KIÊN GIANG","Gồm thành phố Rạch Giá, thị xã Hà Tiên và các huyện: Kiên Lương, Hòn Đất, Phú Quốc, Giang Thành","Bà Danh Lâm Mỹ Phương","237178","50.61"
"KIÊN GIANG","Gồm thành phố Rạch Giá, thị xã Hà Tiên và các huyện: Kiên Lương, Hòn Đất, Phú Quốc, Giang Thành","Bà Danh Thị Tú Trinh","188296","40.18"
"KON TUM","Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H`Drai","Ông Nguyễn Vinh Hà","150683","86.93"
"KON TUM","Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H`Drai","Ông Tô Văn Tám","147903","85.33"
"KON TUM","Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H`Drai","Ông A Long (Rơ Châm Long)","143051","82.53"
"KON TUM","Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H`Drai","Ông Đinh Su Giang","42304","24.41"
"KON TUM","Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H`Drai","Ông A Ten","32303","18.64"
"KON TUM","Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei","Ông Lê Chiêm","132992","92.24"
"KON TUM","Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei","Ông A Pớt","126487","87.73"
"KON TUM","Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei","Bà Y Nhàn","123769","85.84"
"KON TUM","Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei","Bà Nguyễn Thị Thương","27466","19.05"
"KON TUM","Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei","Bà Y Sương","20173","13.99"
"LAI CHÂU","Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường","Ông Tống Thanh Bình","113999","88.50"
"LAI CHÂU","Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường","Ông Chu Lé Chừ (Chu Lê Chinh)","111660","86.68"
"LAI CHÂU","Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường","Ông Phùng Quốc Hiển","108273","84.05"
"LAI CHÂU","Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường","Ông Lù Ngọc Quân (Lù Văn Quân)","28664","22.25"
"LAI CHÂU","Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường","Ông Lý Hà Cà","21533","16.72"
"LAI CHÂU","Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn","Ông Nguyễn Hữu Toàn","111775","87.97"
"LAI CHÂU","Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn","Bà Giàng Páo Mỷ","110474","86.94"
"LAI CHÂU","Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn","Ông Lò A Tư","80716","63.52"
"LAI CHÂU","Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn","Ông Tào A Tường","44081","34.69"
"LAI CHÂU","Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn","Bà Lý Thị Na","31970","25.16"
"LẠNG SƠN","Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng","Ông Dương Xuân Hòa","215063","75.92"
"LẠNG SƠN","Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng","Bà Ngàn Phương Loan","199028","70.26"
"LẠNG SƠN","Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng","Ông Nguyễn Lâm Thành","190692","67.31"
"LẠNG SƠN","Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng","Bà Hoàng Thị Thanh Tâm","118072","41.68"
"LẠNG SƠN","Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng","Bà Nông Thu Hồng","117156","41.36"
"LẠNG SƠN","Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập","Ông Triệu Tuấn Hải","211738","74.20"
"LẠNG SƠN","Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập","Ông Trần Sỹ Thanh","196614","68.90"
"LẠNG SƠN","Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập","Ông Võ Trọng Việt","184749","64.74"
"LẠNG SƠN","Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập","Ông Hoàng Văn Nguyên","138547","48.55"
"LẠNG SƠN","Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập","Ông Bùi Quang Hiển","116371","40.78"
"LÀO CAI","Gồm thành phố Lào Cai và các huyện: Bát Xát, Sa Pa, Văn Bàn","Ông Vũ Xuân Cường","185406","82.62"
"LÀO CAI","Gồm thành phố Lào Cai và các huyện: Bát Xát, Sa Pa, Văn Bàn","Bà Lê Thu Hà","180399","80.39"
"LÀO CAI","Gồm thành phố Lào Cai và các huyện: Bát Xát, Sa Pa, Văn Bàn","Ông Vương Văn Sáng","153091","68.22"
"LÀO CAI","Gồm thành phố Lào Cai và các huyện: Bát Xát, Sa Pa, Văn Bàn","Ông Phan Như Quỳnh","86632","38.60"
"LÀO CAI","Gồm thành phố Lào Cai và các huyện: Bát Xát, Sa Pa, Văn Bàn","Ông Đỗ Hiếu Thảo","61647","27.47"
"LÀO CAI","Gồm các huyện: Bảo Thắng, Bảo Yên, Bắc Hà, Mường Khương và Si Ma Cai","Ông Đỗ Bá Tỵ","195359","86.13"
"LÀO CAI","Gồm các huyện: Bảo Thắng, Bảo Yên, Bắc Hà, Mường Khương và Si Ma Cai","Bà Giàng Thị Bình","194824","85.89"
"LÀO CAI","Gồm các huyện: Bảo Thắng, Bảo Yên, Bắc Hà, Mường Khương và Si Ma Cai","Ông Sần Sín Sỉnh","175000","77.15"
"LÀO CAI","Gồm các huyện: Bảo Thắng, Bảo Yên, Bắc Hà, Mường Khương và Si Ma Cai","Bà Sùng Thị Pằng","56569","24.94"
"LÀO CAI","Gồm các huyện: Bảo Thắng, Bảo Yên, Bắc Hà, Mường Khương và Si Ma Cai","Ông Giàng Củi Tờ","51480","22.70"
"LÂM ĐỒNG","Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng","Ông Triệu Thế Hùng","310140","82.66"
"LÂM ĐỒNG","Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng","Ông Nguyễn Tạo","303957","81.01"
"LÂM ĐỒNG","Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng","Bà Ka Hòr (Ka Ho)","171920","45.82"
"LÂM ĐỒNG","Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng","Bà Ro Da Nai Vi","165370","44.07"
"LÂM ĐỒNG","Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng","Bà Ka Trang","153650","40.95"
